id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	target_organism	unit	administered_dose_range	significant_dose_range	time_to_death_of_target_organism_in_minutes	anthelminthic_efficacy_in_percent	therapeutic_action
RID10029			Amomum tsao-ko fruit ethyl acetate extract	Mixture	38812441	In vitro	Bacteria				Salmonella typhimurium	mg/mL	2.5-20.0	5.0-20.0	-	-	Antibacterial
RID10030			Andrographis paniculata whole plant extract	Mixture	20575361	In vitro	ATCC 49512				Flavobacterium columnare	µL	500.0	500.0	-	-	Antibacterial
RID10030			Andrographis paniculata whole plant extract	Mixture	20575361	In vitro	ATCC 49512				Flavobacterium columnare	μg/mL	62.5	62.5	-	-	Antibacterial
RID10031			Andrographis paniculata whole plant methanolic extract	Mixture	31363972	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	10.0-200.0	50.0-200.0	-	-	Antibacterial
RID10031			Andrographis paniculata whole plant methanolic extract	Mixture	31363972	In vivo		Labeo rohita	Fingerling	Diffusion	Aeromonas hydrophila	μg/mL	50.0-200.0	50.0-200.0	-	-	Antibacterial
RID10031			Andrographis paniculata whole plant methanolic extract	Mixture	31363972	In vivo		Labeo rohita	Fingerling	Injected	Aeromonas hydrophila	μg/mL	50.0-200.0	50.0-200.0	-	-	Antibacterial
RID10031			Andrographis paniculata whole plant methanolic extract	Mixture	31363972	In vivo		Labeo rohita	Fingerling	Oral	Aeromonas hydrophila	μg/mL	50.0-200.0	50.0-200.0	-	-	Antibacterial
RID10029			Amomum tsao-ko fruit ethyl acetate extract	Mixture	38812441	In vitro	Bacteria				Salmonella enteritidis	mg/mL	2.5-20.0	20.0	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	Rs24 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	0.06	0.06	-	-	Antibacterial
RID00350			Asperalin A	Compound	36857464	In vitro	Bacteria				Streptococcus iniae	μM	21.8	21.8	-	-	Antibacterial
RID00351			Asperalin B	Compound	36857464	In vitro	Bacteria				Bacillus subtilis	μM	87.3	87.3	-	-	Antibacterial
RID00355			Asperalin F	Compound	36857464	In vitro	Bacteria				Edwardsiella ictaluri	μM	10.9	10.9	-	-	Antibacterial
RID00355			Asperalin F	Compound	36857464	In vitro	Bacteria				Staphylococcus aureus	μM	21.8	21.8	-	-	Antibacterial
RID00355			Asperalin F	Compound	36857464	In vitro	Bacteria				Streptococcus iniae	μM	43.6	43.6	-	-	Antibacterial
RID00355			Asperalin F	Compound	36857464	In vitro	Bacteria				Streptococcus parauberis	μM	87.3	87.3	-	-	Antibacterial
RID10043			Astragalus membranaceus extract	Compound	33905159	In vitro	Parasite	Trachinotus ovatus			Neobenedenia girellae	mg/L	31.3-279.1	279.1	-	-	Antiparasitic
RID00004	CID:10114809	CAS:54141-72-9	Neoisoastilbin	Compound	38522112	In vivo		Carassius auratus			Gyrodactylus kobayashii	mg/L	15.879	15.879	-	-	Antiparasitic
RID20002			Astragalus membranaceus polysaccharide	Biomolecule	32142872	In vitro	Primary head kidney macrophages (PKM)	Larimichthys crocea				μg/mL	100.0	100.0	-	-	Antioxidant
RID00355			Asperalin F	Compound	36857464	In vitro	Bacteria				Bacillus subtilis	μM	21.8	21.8	-	-	Antibacterial
RID20002			Astragalus membranaceus polysaccharide	Biomolecule	32142872	In vitro	Primary head kidney macrophages (PKM)	Larimichthys crocea				μg/mL	100.0	100.0	-	-	Immunostimulant
RID20002			Astragalus membranaceus polysaccharide	Biomolecule	32142872	In vivo		Larimichthys crocea				mg/kg	1000.0	1000.0	-	-	Biochemistry modulator
RID20002			Astragalus membranaceus polysaccharide	Biomolecule	32142872	In vivo		Larimichthys crocea				mg/kg	1000.0	1000.0	-	-	Immunostimulant
RID10044			Astragalus membranaceus polysaccharide liposome	Mixture	32142872	In vitro	Primary head kidney macrophages (PKM)	Larimichthys crocea				μg/mL	6.25-100.0	6.25-100.0	-	-	Antioxidant
RID10044			Astragalus membranaceus polysaccharide liposome	Mixture	32142872	In vitro	Primary head kidney macrophages (PKM)	Larimichthys crocea				μg/mL	6.25-100.0	6.25-100.0	-	-	Immunostimulant
RID10044			Astragalus membranaceus polysaccharide liposome	Mixture	32142872	In vivo		Larimichthys crocea				mg/kg	50.0-200.0	50.0-200.0	-	-	Antioxidant
RID10044			Astragalus membranaceus polysaccharide liposome	Mixture	32142872	In vivo		Larimichthys crocea				mg/kg	50.0-200.0	50.0-200.0	-	-	Biochemistry modulator
RID10044			Astragalus membranaceus polysaccharide liposome	Mixture	32142872	In vivo		Larimichthys crocea				mg/kg	50.0-200.0	50.0-200.0	-	-	Immunostimulant
RID20002			Astragalus membranaceus polysaccharide	Biomolecule	32142872	In vivo		Larimichthys crocea				mg/kg	1000.0	1000.0	-	-	Antioxidant
RID00350			Asperalin A	Compound	36857464	In vitro	Bacteria				Streptococcus parauberis	μM	43.6	43.6	-	-	Antibacterial
RID00354			Asperalin E	Compound	36857464	In vitro	Bacteria				Streptococcus parauberis	μM	71.1	71.1	-	-	Antibacterial
RID00354			Asperalin E	Compound	36857464	In vitro	Bacteria				Staphylococcus aureus	μM	71.1	71.1	-	-	Antibacterial
RID00351			Asperalin B	Compound	36857464	In vitro	Bacteria				Edwardsiella ictaluri	μM	87.3	87.3	-	-	Antibacterial
RID00351			Asperalin B	Compound	36857464	In vitro	Bacteria				Staphylococcus aureus	μM	21.8	21.8	-	-	Antibacterial
RID00351			Asperalin B	Mixture	36857464	In vitro	Bacteria				Streptococcus iniae	μM	21.8	21.8	-	-	Antibacterial
RID00351			Asperalin B	Compound	36857464	In vitro	Bacteria				Streptococcus parauberis	μM	43.6	43.6	-	-	Antibacterial
RID00352			Asperalin C	Compound	36857464	In vitro	Bacteria				Bacillus subtilis	μM	81.3	81.3	-	-	Antibacterial
RID00352			Asperalin C	Compound	36857464	In vitro	Bacteria				Edwardsiella ictaluri	μM	81.3	81.3	-	-	Antibacterial
RID00352			Asperalin C	Compound	36857464	In vitro	Bacteria				Staphylococcus aureus	μM	10.1	10.1	-	-	Antibacterial
RID00354			Asperalin E	Compound	36857464	In vitro	Bacteria				Streptococcus iniae	μM	2.2	2.2	-	-	Antibacterial
RID00352			Asperalin C	Compound	36857464	In vitro	Bacteria				Streptococcus iniae	μM	5.0	5.0	-	-	Antibacterial
RID00353			Asperalin D	Compound	36857464	In vitro	Bacteria				Bacillus subtilis	μM	81.3	81.3	-	-	Antibacterial
RID00353			Asperalin D	Compound	36857464	In vitro	Bacteria				Edwardsiella ictaluri	μM	81.3	81.3	-	-	Antibacterial
RID00353			Asperalin D	Compound	36857464	In vitro	Bacteria				Staphylococcus aureus	μM	10.1	10.1	-	-	Antibacterial
RID00353			Asperalin D	Compound	36857464	In vitro	Bacteria				Streptococcus iniae	μM	5.0	5.0	-	-	Antibacterial
RID00353			Asperalin D	Compound	36857464	In vitro	Bacteria				Streptococcus parauberis	μM	10.1	10.1	-	-	Antibacterial
RID00354			Asperalin E	Compound	36857464	In vitro	Bacteria				Bacillus subtilis	μM	71.1	71.1	-	-	Antibacterial
RID00354			Asperalin E	Compound	36857464	In vitro	Bacteria				Edwardsiella ictaluri	μM	71.1	71.1	-	-	Antibacterial
RID00352			Asperalin C	Compound	36857464	In vitro	Bacteria				Streptococcus parauberis	μM	10.1	10.1	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	30179290	In vitro	SY-BN9				Bacillus nealsonii	μg	30.0	30.0	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	Rs23 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	0.06	0.06	-	-	Antibacterial
RID00031	CID:12560	CAS:114-07-8	Erythromycin	Compound	33075142	In vitro	Rs21 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	0.03	0.03	-	-	Antibacterial
RID00260	CID:6328657	CAS:80370-57-6	Ceftiofur	Compound	32318593	In vitro	S1885				Streptococcus parauberis	μg/mL	0.0039	0.0039	-	-	Antibacterial
RID00260	CID:6328657	CAS:80370-57-6	Ceftiofur	Compound	32318593	In vitro	Strain 2628				Streptococcus parauberis	μg/mL	1.0	1.0	-	-	Antibacterial
RID00261	CID:637511	CAS:104-55-2	Cinnamaldehyde	Compound	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	125.0	125.0	-	-	Antibacterial
RID00261	CID:637511	CAS:104-55-2	Cinnamaldehyde	Compound	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	125.0	125.0	-	-	Antibacterial
RID00261	CID:637511	CAS:104-55-2	Cinnamaldehyde	Compound	32119179	In vitro	CAE258				Aeromonas salmonicida	μg/mL	125.0	125.0	-	-	Antibacterial
RID00261	CID:637511	CAS:104-55-2	Cinnamaldehyde	Compound	32119179	In vitro	CAE452				Aeromonas salmonicida	μg/mL	62.0	62.0	-	-	Antibacterial
RID00262	CID:637566	CAS:106-24-1	Geraniol	Compound	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	870.0	870.0	-	-	Antibacterial
RID00262	CID:637566	CAS:106-24-1	Geraniol	Compound	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	870.0	870.0	-	-	Antibacterial
RID00262	CID:637566	CAS:106-24-1	Geraniol	Compound	32119179	In vitro	CAE258				Aeromonas salmonicida	μg/mL	870.0	870.0	-	-	Antibacterial
RID00262	CID:637566	CAS:106-24-1	Geraniol	Compound	32119179	In vitro	CAE452				Aeromonas salmonicida	μg/mL	870.0	870.0	-	-	Antibacterial
RID00263	CID:637760	CAS:94-41-7	Chalcone	Compound	38522112	In vivo		Carassius auratus			Gyrodactylus kobayashii	mg/L	1.085	1.085	-	-	Antiparasitic
RID00264	CID:638011	CAS:5392-40-5	Citral	Compound	29741243	In vitro	ATCC7966				Aeromonas hydrophila	μg/mL	200.0	200.0	-	-	Antibacterial
RID00264	CID:638011	CAS:5392-40-5	Citral	Compound	29741243	In vitro	MF 372510				Aeromonas hydrophila	μg/mL	20.0-400.0	80.0-400.0	-	-	Antibacterial
RID00264	CID:638011	CAS:5392-40-5	Citral	Compound	29741243	In vitro	MF372511				Raoultella ornithinolytica	μg/mL	1600.0	1600.0	-	-	Antibacterial
RID00264	CID:638011	CAS:5392-40-5	Citral	Compound	29741243	In vitro	MF565839				Citrobacter freundii	μg/mL	3200.0	3200.0	-	-	Antibacterial
RID00260	CID:6328657	CAS:80370-57-6	Ceftiofur	Compound	32318593	In vitro	S177				Streptococcus parauberis	μg/mL	0.125	0.125	-	-	Antibacterial
RID00260	CID:6328657	CAS:80370-57-6	Ceftiofur	Compound	32318593	In vitro	KCTC 3651				Streptococcus parauberis	μg/mL	0.0078	0.0078	-	-	Antibacterial
RID00260	CID:6328657	CAS:80370-57-6	Ceftiofur	Compound	32318593	In vitro	ATCC 29213				Streptococcus parauberis	μg/mL	1.0	1.0	-	-	Antibacterial
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37193509	In vivo		Lates calcarifer	Juvenile		Anchor worm Lernaea sp	µg/kg/day	50.0	50.0	-	-	Antiparasitic
RID00254	CID:62367	CAS:546-79-2	Sabinene hydrate:4-thujanol	Compound	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	1000.0	1000.0	-	-	Antibacterial
RID00254	CID:62367	CAS:546-79-2	Sabinene hydrate:4-thujanol	Compound	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	1000.0	1000.0	-	-	Antibacterial
RID00254	CID:62367	CAS:546-79-2	Sabinene hydrate:4-thujanol	Compound	32119179	In vitro	CAE258				Aeromonas salmonicida	μg/mL	1000.0	1000.0	-	-	Antibacterial
RID00254	CID:62367	CAS:546-79-2	Sabinene hydrate:4-thujanol	Compound	32119179	In vitro	CAE452				Aeromonas salmonicida	μg/mL	500.0	500.0	-	-	Antibacterial
RID00255	CID:6240	CAS:69-09-0	Chlorpromazine hydrochloride	Compound	29890241	In vitro	Sahul Indian sea bass kidney (SISK) cell line	Lates calcarifer			Striped Jack nervous necrosis virus (SJNNV)	μM	1.0-100.0	10.0-100.0	-	-	Antiviral
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	26851782	In vitro	ATCC25922				Escherichia coli	μg/mL	2.0	2.0	-	-	Antibacterial
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	26851782	In vitro	Bacteria				Vibrio cholerae	μg/mL	4.0	4.0	-	-	Antibacterial
RID00264	CID:638011	CAS:5392-40-5	Citral	Compound	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	1740.0	1740.0	-	-	Antibacterial
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	26851782	In vitro	Bacteria				Vibrio mimicus	μg/mL	0.125	0.125	-	-	Antibacterial
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	75.0	75.0	-	-	Antibacterial
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	35884183	In vitro	Bacteria			Dosed with 1 µg/mL of Quercetin	Aeromonas hydrophila	μg/mL	250.0	250.0	-	-	Antibacterial
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	36790271	In vitro	Bacteria from Litopenaeus vannamei shrimps				Vibrio parahaemolyticus	μg/mL	10000.0	10000.0	-	-	Antibacterial
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	36790271	In vitro	OCI18950				Vibrio parahaemolyticus	μg/mL	625.0	625.0	-	-	Antibacterial
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	17292447	In vitro	Bacteria				Vibrio fischeri	mg/L	6.3	6.3	-	-	Antibacterial
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	33644159	In vivo		Hybrid grouper (Mycteroperca tigris × Epinephelus lanceolatus)			Sea lice (Copepoda: Caligidae)	µg/kg	50.0	50.0	-	-	Antiparasitic
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	26851782	In vitro	Bacteria				Vibrio vulnificus	μg/mL	16.0	16.0	-	-	Antibacterial
RID00264	CID:638011	CAS:5392-40-5	Citral	Compound	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	1740.0	1740.0	-	-	Antibacterial
RID00264	CID:638011	CAS:5392-40-5	Citral	Compound	32119179	In vitro	CAE258				Aeromonas salmonicida	μg/mL	1740.0	1740.0	-	-	Antibacterial
RID00264	CID:638011	CAS:5392-40-5	Citral	Compound	32119179	In vitro	CAE452				Aeromonas salmonicida	μg/mL	1740.0	1740.0	-	-	Antibacterial
RID00276	CID:6549	CAS:78-70-6	Linalool	Compound	29741243	In vitro	MF565839				Citrobacter freundii	μg/mL	3200.0	3200.0	-	-	Antibacterial
RID00276	CID:6549	CAS:78-70-6	Linalool	Compound	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	3445.0	3445.0	-	-	Antibacterial
RID00276	CID:6549	CAS:78-70-6	Linalool	Compound	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	3445.0	3445.0	-	-	Antibacterial
RID00276	CID:6549	CAS:78-70-6	Linalool	Compound	32119179	In vitro	CAE258				Aeromonas salmonicida	μg/mL	3445.0	3445.0	-	-	Antibacterial
RID00276	CID:6549	CAS:78-70-6	Linalool	Compound	32119179	In vitro	CAE452				Aeromonas salmonicida	μg/mL	3445.0	3445.0	-	-	Antibacterial
RID00277	CID:65575	CAS:77-53-2	Cedrol	Compound	34451443	In vitro	Bacteria				Vibrio anguillarum	μM	0.1-10.0	1.0-10.0	-	-	Antibacterial
RID00278	CID:6585	CAS:79-21-0	Peracetic Acid	Compound	39175494	In vitro	Bacteria				Vibrio anguillarum, Photobacterium damselae subsp. piscicida, Vibrio harveyi, & Vibrio alginolyticus	%	0.0005-0.005	0.0005-0.005	-	-	Antibacterial
RID00276	CID:6549	CAS:78-70-6	Linalool	Compound	29741243	In vitro	MF372511				Raoultella ornithinolytica	μg/mL	1600.0-3200.0	1600.0-3200.0	-	-	Antibacterial
RID00278	CID:6585	CAS:79-21-0	Peraclean® (Peracetic acid)|VigorOx SP-15® (Peracetic acid)	Compound	33580364	Microcosm	Phytoplanktons				Cyanobacterial blooms (dominated by Microcystis)	mg/L	2.0-12.0	2.0-12.0	-	-	Algaecide
RID00279	CID:6604200	CAS:67-20-9	Nitrofurantoin	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID00028	CID:12011	CAS:615-93-0	2,5-dichloro-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	0.187	0.187	-	-	Anthelmintic
RID00282	CID:67215	CAS:129-73-7	Leucomalachite green	Compound	17292447	In vitro	Bacteria				Vibrio fischeri	mg/L	39.9	39.9	-	-	Antibacterial
RID00283	CID:6755	CAS:83-72-7	2-Hydroxy-1,4-naphoquinone	Compound	38522112	In vivo		Carassius auratus			Gyrodactylus kobayashii	mg/L	3.53	3.53	-	-	Antiparasitic
RID00284	CID:6775	CAS:84-58-2	2,3-dichloro-5,6-dicyano-p-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	4.137	4.137	-	-	Anthelmintic
RID00285	CID:68071	CAS:480-39-7	Pinocembrin	Compound	35438439	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	256.0-512.0	256.0-512.0	-	-	Antibacterial
RID00286	CID:68101	CAS:488-48-2	Tetrabromo-p-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	0.395	0.395	-	-	Anthelmintic
RID00279	CID:6604200	CAS:67-20-9	Macrodantin	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	30.0	30.0	-	-	Antibacterial
RID00253	CID:6196	CAS:66-79-5	Oxacillin	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID00276	CID:6549	CAS:78-70-6	Linalool	Compound	29741243	In vitro	MF 372510				Aeromonas hydrophila	μg/mL	160.0-1600.0	160.0-1600.0	-	-	Antibacterial
RID00275	CID:65268	CAS:80210-62-4	Cefpodoxime	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID00265	CID:638278	CAS:961-29-5	Isoliquiritigenin	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	11.8-25.6	11.8-25.6	-	-	Antibacterial
RID00266	CID:638678	CAS:24305-27-9	Protirelin	Compound	38522112	In vivo		Carassius auratus			Gyrodactylus kobayashii	mg/L	9.517	9.517	-	-	Antiparasitic
RID00267	CID:6436223	CAS:88899-55-2	Bafilomycin A1	Compound	17891330	In vitro	E-11 cells	Channa striata			Betanodavirus	nM	1.0	1.0	-	-	Antiviral
RID00269	CID:6453524	CAS:2761-77-5	Communic acid	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	8.9-30.3	8.9-30.3	-	-	Antibacterial
RID00027	CID:117587576	CAS:61251-97-6	Baccharin	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	19.7-56.3	19.7-56.3	-	-	Antibacterial
RID00270	CID:64685	CAS:507-70-0	(−)-Borneol	Compound	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	2000.0	2000.0	-	-	Antibacterial
RID00270	CID:64685	CAS:507-70-0	(−)-Borneol	Compound	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	1000.0	1000.0	-	-	Antibacterial
RID00276	CID:6549	CAS:78-70-6	Linalool	Compound	29741243	In vitro	ATCC7966				Aeromonas hydrophila	μg/mL	3200.0	3200.0	-	-	Antibacterial
RID00270	CID:64685	CAS:507-70-0	(−)-Borneol	Compound	32119179	In vitro	CAE258				Aeromonas salmonicida	μg/mL	2000.0	2000.0	-	-	Antibacterial
RID00271	CID:64945	CAS:77-52-1	Ursolic acid	Compound	31494148	In vitro	Epithelioma papulosum cyprini (EPC) cells	Pimephales promelas			Infectious hematopoietic necrosis virus (IHNV)	μM	6.6-20.0	13.2-20.0	-	-	Antiviral
RID00271	CID:64945	CAS:77-52-1	Ursolic acid	Compound	31494148	In vivo		Oncorhynchus mykiss	Juvenile	Intraperitoneally injected	IHNV	mg/L	20.0	20.0	-	-	Antiviral
RID00272	CID:64981	CAS:7770-78-7	Arctigenin	Compound	38522112	In vivo		Carassius auratus			Gyrodactylus kobayashii	mg/L	1.85	1.85	-	-	Antiparasitic
RID00273	CID:64982	CAS:21967-41-9	Baicalin	Compound	36420515	In vitro	Rabbit fish macrophage (RFM) cell line	Chimaera monstrosa				μM	0.5-1.0	0.75-1.0	-	-	Antioxidant
RID00273	CID:64982	CAS:21967-41-9	Baicalin	Compound	38659458	In vitro	LY21811				Nocardia seriolae	mg/mL	0.5	0.5	-	-	Antibacterial
RID00274	CID:65064	CAS:989-51-5	Epigallocatechin-3-gallate	Compound	36680191	In vitro	Fathead minnow (FHM) cells	Pimephales promelas			Largemouth bass virus	μg/mL	2.5-10.0	2.5-10.0	-	-	Antiviral
RID00274	CID:65064	CAS:989-51-5	Epigallocatechin-3-gallate	Compound	36680191	In vivo		Micropterus salmoides		Intraperitoneally injected	Largemouth Bass Virus Infection	μg/mL	10.0	10.0	-	-	Antiviral
RID00270	CID:64685	CAS:507-70-0	(−)-Borneol	Compound	32119179	In vitro	CAE452				Aeromonas salmonicida	μg/mL	1000.0	1000.0	-	-	Antibacterial
RID00288	CID:68238	CAS:527-17-3	Duroquinone	Compound	39837239	In vivo		Carassius auratus		Bath	Gyrodactylus kobayashii	mg/L	1.76	1.76	-	-	Anthelmintic
RID00252	CID:6129	CAS:63-25-2	Carbaryl	Compound	17292447	In vitro	Bacteria				Vibrio fischeri	mg/L	2.4-2.9	2.4-2.9	-	-	Antibacterial
RID00251	CID:612	CAS:50-21-5	Lactic acid	Compound	30536642	In vitro	ITT 290/15/15				Saprolegnia delica	ppm	5000.0	5000.0	-	-	Antimicrobial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	38353487	In vitro	MTCC: 1739				Aeromonas hydrophila	mg/mL	1.0	1.0	-	-	Antibacterial
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	38353487	In vitro	MTCC: 451				Vibrio parahaemolyticus	mg/mL	1.0	1.0	-	-	Antibacterial
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vitro	20130629001AS04 (Vp361)				Vibrio parahaemolyticus	mg/L	80.0-100.0	80.0-100.0	-	-	Antibacterial
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vitro	20130629002S01 (Vp362)				Vibrio parahaemolyticus	mg/L	80.0-110.0	80.0-110.0	-	-	Antibacterial
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vitro	20130629003S01 (Vc361)				Vibrio campbellii	mg/L	60.0-80.0	60.0-80.0	-	-	Antibacterial
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vitro	20130722KXHPES03(Vp372)				Vibrio parahaemolyticus	mg/L	80.0-100.0	80.0-100.0	-	-	Antibacterial
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vitro	20140624012-1 (Vp461)				Vibrio parahaemolyticus	mg/L	80.0-100.0	80.0-100.0	-	-	Antibacterial
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vitro	20140722001-1 (Vp471)				Vibrio parahaemolyticus	mg/L	70.0-90.0	70.0-90.0	-	-	Antibacterial
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vitro	20140723005 (Vp472)				Vibrio parahaemolyticus	mg/L	70.0-90.0	70.0-90.0	-	-	Antibacterial
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vitro	20140829008-1 (Vp481)				Vibrio parahaemolyticus	mg/L	80.0-90.0	80.0-90.0	-	-	Antibacterial
