id	pubchemid	casrn	predicted_log_kow	experimental_log_kow	predicted_log_kaw	predicted_log_koa	experimental_log_koa	bioconcentration_factor	bioaccumulation_factor	volatilization_halflife_in_hours_lake_model	volatilization_halflife_in_hours_river_model
RID00107	CID:2758	CAS:470-82-6	3.133199989795685	2.74	-2.2700959082036976	5.010095908203698		29.84	52.45	178.3863422562306	6.804760483385373
RID00124	CID:34474	CAS:29096-93-3	3.0367999374866486		-8.066981878048972	11.103781815535621		46.85	47.69	54674058.406293556	5011774.899965916
RID00042	CID:135449328	CAS:58306-30-2	1.5331999063491821		-19.216154656472973	20.749354562822155		4.77	1.52	9.076745580660022e+18	8.320350126876191e+17
RID00175	CID:479503	CAS:517-89-5	3.5600999295711517	3.56	-12.469474293955304	16.029474293955303		14.97	15.89	1306978981053.0898	119806406745.77678
RID00186	CID:5234	CAS:7647-14-5	-0.4607999920845032	-0.46	0.0006136980331545775	-0.46061369803315466		3.16	0.91	72.82016056252854	0.7984678540946413
RID00016	CID:10494	CAS:508-02-1	7.954600363969803		-7.40350780615969	15.358108170129492		56.23	7193233.99	14132056.079812843	1295422.0477051702
RID00279	CID:6604200	CAS:67-20-9	-0.16749986808281392	-0.47	-10.263278549844907	9.793278549844908		3.16	0.9	7389000290.447871	677325015.6787404
RID00141	CID:40585	CAS:52918-63-5	6.177199810743332	6.2	-3.690772718775416	9.890772718775416		315.25	1762.22	3093.425544997729	266.2857242972616
RID00225	CID:5430	CAS:148-79-8	1.9986001253128052	2.47	-9.062472479355348	11.532472479355349		19.8	21.76	427774354.47739464	39212638.308278486
RID00166	CID:446925	CAS:502-65-8	17.640000015497208		-2.32009632998561	19.960096345482818		3.16	0.9	346.5528807460868	13.95563832603409
RID00136	CID:38103	CAS:38821-53-3	0.40720006823539734		-13.510656895098968	13.917856963334366		3.16	1.06	15819672014615.172	1450136603289.7837
RID00194	CID:5280723	CAS:745-65-3	3.7323002219200134	3.2	-12.138529377636878	15.33852937763688		3.16	53.28	676396603293.2991	62003022038.071655
RID00182	CID:517121	CAS:2893-78-9	-0.055599573664949276		-9.896696648157969	9.84109707449302		3.16	0.91	3053022392.4810104	279860374.9559428
RID00106	CID:27447	CAS:15686-71-2	0.40460005402565	0.65	-14.946837020849667	15.596837020849668		3.16	1.08	430646729869034.9	39475950291456.664
RID00192	CID:5280445	CAS:491-70-3	2.3642998933792114	2.53	-18.66184100132516	21.191841001325162		5.64	3.71	2.028051156952523e+18	1.859046896391506e+17
RID00147	CID:439246	CAS:480-41-1	2.6128000020980835	2.52	-14.921742033766186	17.441742033766186		5.55	3.69	359835299286738.2	32984902479288.023
RID00032	CID:12771	CAS:697-91-6	1.2314999997615814		-7.5884538585089	8.81995385827048		3.02	2.26	13467942.535169806	1234551.1739813122
RID00239	CID:5564	CAS:3380-34-5	4.662999898195267	4.76	-6.060095390344596	10.820095390344596		642.17	1127.02	510462.5211962496	46779.31731474119
RID00017	CID:10569	CAS:514-10-3	6.460699945688248		-3.5585249241344985	10.019224869822747		56.23	694233.97	1808.547796247036	152.41459475610418
RID00134	CID:37768	CAS:37517-28-5	-8.780699729919434		-39.962126760252936	31.181427030333506		3.16	0.89	5.791668237875852e+39	5.309029225244745e+38
RID00311	CID:76621	CAS:3160-91-6	-3.0266998966690153		-15.66978128488873	12.643081388219715		3.16	0.89	1597382772119601.8	146426754309310.6
RID00187	CID:5240	CAS:64-69-7	0.8452000319957733		-5.777045803709536	6.622245835705309		3.16	1.36	213246.1696014188	19537.083051103917
RID10010		CAS:8014-29-7	3.6938001215457916		-1.590096089755332	5.283896211301124		127.11	150.29	137.22410681580791	2.547356698719585
RID00151	CID:440917	CAS:5989-27-5	4.827499955892563	4.57	0.06015393357370199	4.509846066426299		481.16	1184.35	111.1418275801395	1.2155152861327791
RID00082	CID:2337	CAS:94-09-7	1.7975999116897583	1.86	-6.39009627953384	8.25009627953384		7.84	4.04	824189.2218021445	75540.79868531344
RID00067	CID:19211	CAS:3602-55-9	2.1563999354839325		-6.738066280033205	8.894466215517138		12.3	11.06	1830875.329067483	167820.38823452118
RID00266	CID:638678	CAS:24305-27-9	-1.6444999277591705	-2.46	-22.79811722337731	20.33811722337731		3.16	0.89	3.1230362796337614e+22	2.862783260209021e+21
RID00189	CID:5280343	CAS:117-39-5	1.4787998795509338		-18.569201059775544	20.048000939326478		1.14	1.46	1.6836409134311055e+18	1.5433375060691968e+17
RID00289	CID:68239	CAS:527-21-9	0.4648999869823456		-6.174627843677663	6.6395278306600085		3.16	1.13	523978.4548358402	48021.04330774255
RID00331	CID:91688	CAS:64359-81-5	3.5900000873953104		-5.118026323683609	8.70802641107892		108.56	210.78	57730.60599557095	5279.0578946859505
RID00030	CID:1254	CAS:89-78-1	3.381199985742569	3.4	-2.69300532918812	6.09300532918812		81.34	25.1	279.7432397592451	16.033625217374453
RID00201	CID:5281303	CAS:11141-17-6	-0.7718998789787292	1.09	-11.39514214122154	12.485142141221539		2.43	1.15	174140274520.87732	15962858498.733963
RID00148	CID:439250	CAS:5989-54-8	4.827499955892563	4.38	0.06476595371565981	4.31523404628434		360.52	931.14	111.13902429352403	1.215258318192682
RID00102	CID:2719	CAS:54-05-7	4.4966000616550446	4.63	-10.357427186623877	14.987427186623876		527.08	68.79	10636308631.390533	974994945.4496595
RID00337	CID:9688	CAS:363-03-1	2.010899931192398	1.95	-8.651256146467322	10.601256146467321		8.99	6.49	158769110.45343786	14553824.711744707
RID00338	CID:969516	CAS:458-37-7	3.2866998612880707	3.29	-19.540979727189267	22.830979727189266		68.82	20.98	1.7418200034260328e+19	1.5966683386367918e+18
RID00127	CID:3496	CAS:1071-83-6	-4.772199720144272	-3.4	-16.777411068160763	13.377411068160763		3.16	0.89	2.033871905360209e+16	1864382582439102.0
RID00109	CID:2764	CAS:85721-33-1	-0.0008001029491424561	0.28	-16.68155727297331	16.96155727297331		3.16	0.98	2.2833408322570052e+16	2093062432404277.5
RID00299	CID:702	CAS:64-17-5	-0.1411999762058258	-0.31	-3.689582381995359	3.379582381995359	3.25	3.16	0.92	931.756591287662	80.1934123965277
RID00303	CID:71482	CAS:35575-96-3	0.9986000917851925	1.05	-10.587282740424119	11.63728274042412		2.29	1.13	18192195810.50605	1667617937.7039335
RID00254	CID:62367	CAS:546-79-2	3.193599969148636		-4.110095563219824	7.30369553236846		59.45	114.01	4297.08061719719	384.35173619775105
RID00010	CID:10228	CAS:484-12-8	3.9465998709201813		-4.223320550294575	8.169920421214757		186.62	171.49	6974.14130729628	627.2814216667394
RID00126	CID:3485	CAS:111-30-8	-0.18210002779960632	-0.33	-5.87003844645349	5.54003844645349		3.16	0.93	193810.97983425623	17758.31483010362
RID00292	CID:689043	CAS:331-39-5	1.110299974679947	1.15	-14.90009554009785	16.05009554009785		3.16	1.56	278482013589312.8	25527517946924.23
RID00232	CID:54686183	CAS:10592-13-9	-2.0788999795913696		-20.960365848857172	18.881465869265803		3.16	0.89	4.852390640182332e+20	4.448024759525992e+19
RID00167	CID:447043	CAS:83905-01-5	3.2430003881454468	4.02	-26.664120281717484	30.684120281717483		208.64	12.5	3.2978601457049784e+26	3.0230384709913925e+25
RID00252	CID:6129	CAS:63-25-2	2.3484000712633133	2.36	-6.89220291460489	9.25220291460489		16.75	11.82	2890251.76137713	264928.8406266516
RID00320	CID:8378	CAS:1404-04-2	-9.411400079727173		-32.27536289419318	22.863962814466007		3.16	0.89	1.2205345343148793e+32	1.1188233246375877e+31
