id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	unit	administered_dose_range	significant_dose_range	trend	measurement	effect
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Caspase-3 mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Caspase-9 mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Heme oxygenase	Enzyme(s)
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Heme oxygenase mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Inhibitor of nuclear factor kappa-B	Biochemistry
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Interleukin 6 mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Interleukin 8 mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Interleukin-1 beta mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	LC3-II mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Malondialdehyde	Biochemistry
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	NAD(P)H-quinone oxidoreductase subunit 1	Enzyme(s)
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Nqo1 mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Nuclear Factor E2 Related Factor 2	Biochemistry
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Nuclear Factor erythroid 2-related factor mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Nuclear factor-kappa B	Biochemistry
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Ratio of LC3-II mRNA to LC3-I mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Ratio of LC3-II to LC3-I	Biochemistry
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Ratio of bax mRNA to Bcl-2 mRNA	Genetics
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	35032680	In vivo		Ctenopharyngodon idella		Water treatment	µg/L	0.3	0.3	Increased	bax mRNA	Genetics
RID00225	CID:5430	CAS:148-79-8	Thiabendazole	Compound	39992024	In vivo		Carassius auratus			mg/L	10	10	Increased	Lethal body concentration	Mortality
RID00226	CID:543093	CAS:1633-14-3	2,5-dibromo-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.3964	0.3964	Increased	Lethal body concentration	Mortality
RID00229	CID:54675776	CAS:60-54-8	Tetracycline	Compound	25475590	In vivo		Gambusia holbrooki			ng/L	5.0-500.0	5.0-500.0	Decreased	Thiobarbituric acid reactive substances	Biochemistry
RID00229	CID:54675776	CAS:60-54-8	Tetracycline	Compound	25475590	In vivo		Gambusia holbrooki			ng/L	5.0-500.0	5.0-500.0	Increased	Catalase	Enzyme(s)
RID00229	CID:54675776	CAS:60-54-8	Tetracycline	Compound	25475590	In vivo		Gambusia holbrooki			ng/L	50.0-500.0	50.0-500.0	Increased	Pathological index	Injury
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	28802653	In vitro	Trout liver microsomes				μM	25.0-100.0	25.0-100.0	Decreased	7-EthoxycoumarinO-deethylase	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	28802653	In vitro	Trout liver microsomes				μM	25.0-100.0	25	Decreased	7-Ethoxyresorufin O-deethylase	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	28802653	In vitro	Trout liver microsomes				μM	25.0-100.0	25.0-100.0	Decreased	Glutathione (reduced glutathione)	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	28802653	In vitro	Trout liver microsomes				μM	25.0-100.0	25.0-100.0	Decreased	Glutathione S-transferase	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	28802653	In vitro	Trout liver microsomes				μM	25.0-100.0	25.0-100.0	Decreased	NADH cytochrome C reductase	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	28802653	In vitro	Trout liver microsomes				μM	25.0-100.0	25.0-100.0	Decreased	NADPH cytochrome C reductase	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	31749575	In vivo		Hybrid Oreochromis	Juvenile	Water treatment for 20 days	mg/L	0.105	0.105	Increased	Catalase	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	31749575	In vivo		Hybrid Oreochromis	Juvenile	Water treatment for 60 days	mg/L	0.053	0.053	Increased	Glutathione (reduced glutathione)	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Decreased	Ascorbic acid	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.045	0.045	Decreased	Catalase	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Decreased	Catalase activity	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Decreased	Glutathione (GSH) activity	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.045	0.045	Decreased	Glutathione S-transferase	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Decreased	Hematocrit (anemia)	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.045	0.0045-0.045	Decreased	Hemoglobin	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.045	0.045	Decreased	Lethal body concentration	Mortality
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.045	0.045	Decreased	Protein content	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.045	0.0045-0.045	Decreased	Red blood cell	Cell(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Increased	Amino acid(s), general term	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Increased	Cholesterol	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.045	0.0045-0.045	Increased	Glucose	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.045	0.045	Increased	Lipid	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.045	0.0045-0.045	Increased	Lipid peroxidation	Physiology
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.045	0.0045-0.045	Increased	White blood cell count, total	Cell(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Irregular	Glutathione S-transferase activity	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Irregular	Glutathione reductase (GR) activity	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Irregular	Lipid	Biochemistry
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Irregular	Mean cellular hemoglobin (MCH)	Cell(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Irregular	Mean cellular volume (MCV)	Cell(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Irregular	Peroxidase activity	Enzyme(s)
RID00023	CID:11294	CAS:569-64-2	Malachite green	Compound	36401692	In vivo		Cyprinus carpio	Fingerling	Water treatment	mg/L	0.0045-0.009	0.0045-0.009	Irregular	Protein content	Biochemistry
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	40	40	Decreased	Polychromatic cells	Cell(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	40	40	Increased	Erythroblasts	Cell(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	40	40	Increased	Orthochromatic normoblast (erythroblast)	Cell(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	29608688	In vivo		Hybrid striped bass			g/kg	0.24	0.24	Decreased	Hepatosomatic index	Physiology
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	30098505	In vivo		Oncorhynchus mykiss	Juvenile		mg/L	2.5-5.0	2.5-5.0	Decreased	Acetylcholinesterase (AChE) activity	Enzyme(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	30098505	In vivo		Oncorhynchus mykiss	Juvenile		mg/L	0.3125-1.25	0.3125-1.25	Decreased	Lactate dehydrogenase	Enzyme(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	30098505	In vivo		Oncorhynchus mykiss	Juvenile		mg/L	0.005-5.0	1.25-5.0	Increased	Glutathione S-transferase activity	Enzyme(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	30098505	In vivo		Oncorhynchus mykiss	Juvenile		mg/L	50	50	Increased	Lactate dehydrogenase	Enzyme(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37567108	In vivo		Danio rerio	Embryos		mg/L	5	5	Changed	Movements, number of	Behavior
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37567108	In vivo		Danio rerio	Embryos		mg/L	5	5	Decreased	N-methyl-D-aspartate receptor mRNA	Genetics
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37567108	In vivo		Danio rerio	Embryos		mg/L	5	5	Increased	Anxiety	Behavior
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37567108	In vivo		Danio rerio	Embryos		mg/L	5	5	Increased	Apoptosis	Genetics
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37567108	In vivo		Danio rerio	Embryos		mg/L	5	5	Inhibited	Proliferation	Histology
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	38549574	In vivo		Dicentrarchus labrax			g/m³	40	40	Changed	Catalase activity	Enzyme(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	38549574	In vivo		Dicentrarchus labrax			g/m³	40	40	Increased	Malondialdehyde	Biochemistry
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	39827248	In vivo		Oreochromis niloticus	Fry		mg/kg/day	40.0-800.0	40.0-800.0	Decreased	Calcium content	Biochemistry
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	39827248	In vivo		Oreochromis niloticus	Fry		mg/kg/day	40.0-800.0	40.0-800.0	Decreased	Chloride	Biochemistry
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	39827248	In vivo		Oreochromis niloticus	Fry		mg/kg/day	40.0-800.0	80.0-800.0	Decreased	Food consumption	Feeding behavior
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	39827248	In vivo		Oreochromis niloticus	Fry		mg/kg/day	400.0-800.0	400.0-800.0	Decreased	Growth, general	Growth
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	39827248	In vivo		Oreochromis niloticus	Fry		mg/kg/day	40.0-800.0	40.0-800.0	Decreased	Malondialdehyde	Biochemistry
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	39827248	In vivo		Oreochromis niloticus	Fry		mg/kg/day	40.0-800.0	40.0-800.0	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	39827248	In vivo		Oreochromis niloticus	Fry		mg/kg/day	40.0-800.0	40.0-800.0	Increased	Glucose	Biochemistry
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	39827248	In vivo		Oreochromis niloticus	Fry		mg/kg/day	40.0-800.0	40.0-800.0	Increased	Residue	Accumulation
RID00232	CID:54686183	CAS:10592-13-9	Doxycycline hydrochloride	Compound	37848653	In vivo		Sarcophyton trocheliophorum			mg/L	10	10	Decreased	Catalase	Enzyme(s)
RID00232	CID:54686183	CAS:10592-13-9	Doxycycline hydrochloride	Compound	37848653	In vivo		Sarcophyton trocheliophorum			mg/L	1.0-5.0	5	Decreased	Protein content	Biochemistry
RID00232	CID:54686183	CAS:10592-13-9	Doxycycline hydrochloride	Compound	37848653	In vivo		Sarcophyton trocheliophorum			mg/L	5.0-10.0	5	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00232	CID:54686183	CAS:10592-13-9	Doxycycline hydrochloride	Compound	37848653	In vivo		Sarcophyton trocheliophorum			mg/L	1.0-10.0	1.0-10.0	Increased	Acid phosphatase	Enzyme(s)
RID00232	CID:54686183	CAS:10592-13-9	Doxycycline hydrochloride	Compound	37848653	In vivo		Sarcophyton trocheliophorum			mg/L	1	1	Increased	Catalase	Enzyme(s)
RID00232	CID:54686183	CAS:10592-13-9	Doxycycline hydrochloride	Compound	37848653	In vivo		Sarcophyton trocheliophorum			mg/L	1.0-10.0	1.0-10.0	Increased	Glutathione peroxidase activity	Enzyme(s)
RID00232	CID:54686183	CAS:10592-13-9	Doxycycline hydrochloride	Compound	37848653	In vivo		Sarcophyton trocheliophorum			mg/L	1.0-10.0	1.0-10.0	Increased	Lipid peroxidation	Physiology
RID00232	CID:54686183	CAS:10592-13-9	Doxycycline hydrochloride	Compound	37848653	In vivo		Sarcophyton trocheliophorum			mg/L	1.0-10.0	1.0-10.0	Increased	Malondialdehyde	Biochemistry
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33364491	In vivo		Oreochromis niloticus			mg/L	11.72	11.72	Decreased	Catalase activity	Enzyme(s)
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33364491	In vivo		Oreochromis niloticus			mg/L	11.72	11.72	Decreased	Glutathione S-transferase activity	Enzyme(s)
RID00024	CID:114811	CAS:73231-34-2	Florfenicol	Compound	33364491	In vivo		Oreochromis niloticus			mg/L	11.72	11.72	Increased	Lipid peroxidation	Physiology
RID00241	CID:57345804	CAS:32289-58-0	Polyhexamethylene biguanidine hydrochloride	Compound	32720097	In vivo		Penaeus vannamei	Juvenile		mg/L	9.67	9.67	Changed	Lethal body concentration	Mortality
RID00244	CID:5853	CAS:52-68-6	Metriphonate	Compound	15110333	In vivo		Oncorhynchus mykiss			ppm	0.04-0.4	0.04-0.4	Changed	C-reactive protein	Biochemistry
RID00244	CID:5853	CAS:52-68-6	Trichlorfon	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Decreased	Catalase activity	Enzyme(s)
RID00244	CID:5853	CAS:52-68-6	Trichlorfon	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Decreased	Glutathione peroxidase activity	Enzyme(s)
RID00244	CID:5853	CAS:52-68-6	Trichlorfon	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Decreased	Hepatocyte count	Cell(s)
RID00244	CID:5853	CAS:52-68-6	Trichlorfon	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00244	CID:5853	CAS:52-68-6	Trichlorfon	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Increased	Alkaline phosphatase activity	Enzyme(s)
RID00244	CID:5853	CAS:52-68-6	Trichlorfon	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Increased	Glutathione peroxidase activity	Enzyme(s)
RID00244	CID:5853	CAS:52-68-6	Trichlorfon	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Increased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	24099453	In vivo		Clarias gariepinus			mg/L	2.5-10.0	2.5-10.0	Decreased	Cell volume	Cell(s)
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	24099453	In vivo		Clarias gariepinus			mg/L	2.5-10.0	2.5-10.0	Decreased	Hematocrit (anemia)	Biochemistry
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	24099453	In vivo		Clarias gariepinus			mg/L	2.5-10.0	2.5-10.0	Decreased	Hemoglobin	Biochemistry
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	24099453	In vivo		Clarias gariepinus			mg/L	2.5-10.0	2.5-10.0	Decreased	Mean corpuscular (cell) hemoglobin concentration	Biochemistry
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	24099453	In vivo		Clarias gariepinus			mg/L	5.0-10.0	10	Decreased	Red blood cell	Cell(s)
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	24099453	In vivo		Clarias gariepinus			mg/L	2.5-10.0	5.0-10.0	Increased	Abnormal behavior	Development
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	24099453	In vivo		Clarias gariepinus			mg/L	2.5-10.0	2.5-10.0	Increased	Lymphocyte	Cell(s)
RID00245	CID:5959	CAS:56-75-7	Chloramphenicol	Compound	24099453	In vivo		Clarias gariepinus			mg/L	5.0-10.0	5.0-10.0	Increased	Neutrophil	Cell(s)
RID00246	CID:5978	CAS:91080-29-4	Benzalkonium bromide	Compound	32720097	In vivo		Penaeus vannamei	Juvenile		mg/L	20.4	20.4	Decreased	Lethal body concentration	Mortality
RID00247	CID:60164	CAS:106685-40-9	Adapalene	Compound	39992024	In vivo		Carassius auratus			mg/L	2.22	2.22	Decreased	Lethal body concentration	Mortality
RID00255	CID:6240	CAS:69-09-0	Chlorpromazine hydrochloride	Compound	29890241	In vitro	Sahul Indian sea bass kidney (SISK) cell line				μM	200.0-500.0	200.0-500.0	Decreased	Survival	Mortality
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	22562751	In vivo		Arbacia lixula	Larva		mg/l	29.3	29.3	Decreased	Acute toxic effect concentration	Physiology
RID00256	CID:6249	CAS:69-53-4	Ampicillin	Compound	22562751	In vivo		Paracentrotus lividus	Larva		mg/l	168	168	Decreased	Acute toxic effect concentration	Physiology
RID00257	CID:6253	CAS:147-94-4	Cytarabine	Compound	34962648	In vitro	SSN- 1 cells				mg/L	250	250	Decreased	Lethal body concentration	Mortality
RID00257	CID:6253	CAS:147-94-4	Cytarabine	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	100	100	Decreased	Lethal body concentration	Mortality
RID00258	CID:6321424	CAS:70288-86-7	Ivermectin	Compound	40272910	In vivo		Cyprinus carpio	Fingerling		mg/kg	0.0-50.0	5.0-50.0	Decreased	Survival	Mortality
RID00259	CID:6323491	CAS:12772-57-5	Radicicol	Compound	23194394	In vivo		Perna canaliculus	Adult		μg/mL	0.8	0.8	Decreased	Condition index	Morphology
RID00259	CID:6323491	CAS:12772-57-5	Radicicol	Compound	23194394	In vivo		Perna canaliculus	Adult		μg/mL	0.8	0.8	Decreased	Shell deposition	Morphology
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Sediment treatment	μg/kg	300.0-2065.0	300.0-2065.0	Decreased	Lethal body concentration	Mortality
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Sediment treatment	μg/kg	100.0-300.0	100.0-300.0	Decreased	Subchronic/Chronic toxic concentration	Mortality
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	µg/L	100.0-1090.0	100.0-1090.0	Decreased	Lethal body concentration	Mortality
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	µg/L	30.0-100.0	30.0-100.0	Decreased	Subchronic/Chronic toxic concentration	Mortality
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34728388	In vivo		Oreochromis niloticus	Fry	Feed	μg	50.0-500.0	50.0-500.0	Decreased	Acetylcholinesterase (AChE)	Enzyme(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34728388	In vivo		Oreochromis niloticus	Fry	Feed	μg	50.0-500.0	50.0-500.0	Decreased	Calcium content	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34728388	In vivo		Oreochromis niloticus	Fry	Feed	μg	50.0-500.0	50.0-500.0	Decreased	Chloride	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34728388	In vivo		Oreochromis niloticus	Fry	Feed	μg	50.0-500.0	50.0-500.0	Decreased	Food consumption	Feeding behavior
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34728388	In vivo		Oreochromis niloticus	Fry	Feed	μg	50.0-500.0	50.0-500.0	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34728388	In vivo		Oreochromis niloticus	Fry	Feed	μg	50.0-500.0	50.0-500.0	Decreased	Survival	Mortality
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34728388	In vivo		Oreochromis niloticus	Fry	Feed	μg	50.0-500.0	50.0-500.0	Increased	Alkaline phosphatase	Enzyme(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	34728388	In vivo		Oreochromis niloticus	Fry	Feed	μg	50.0-500.0	50.0-500.0	Increased	Glucose	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Decreased	Acetylcholinesterase (AChE)	Enzyme(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Decreased	Calcium content	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Decreased	Chloride	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Decreased	Food consumption	Feeding behavior
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Decreased	Hematocrit (anemia)	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Decreased	Hemoglobin	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Decreased	Monocyte	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Decreased	Polychromatic cells	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	150	150	Decreased	Survival	Mortality
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Alanine transaminase (ALT)	Enzyme(s)
