id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	unit	administered_dose_range	significant_dose_range	trend	measurement	effect
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Decreased	Haptoglobin (HP)	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Decreased	Iron content	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Decreased	Potassium content	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Decreased	Protein content	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Decreased	Survival	Mortality
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Increased	Bilirubin	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Increased	Glucose-6-phosphate dehydrogenase	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Increased	Hemorrhage in gills	Histology
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Increased	Lesions in spleen	Histology
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Increased	Necrosis in kidney	Histology
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Increased	Necrosis in liver	Histology
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Increased	Phosphate	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	34555744	In vivo		Pandalus borealis	Adult		ng/l	30	30	Disturbed	Swimming	Behavior
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	µg/L	10.0-80.0	10.0-80.0	Changed	Lethal body concentration	Mortality
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	µg/L	10	10	Changed	Subchronic/Chronic toxic concentration	Mortality
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	µg/L	20.0-40.0	20.0-40.0	Decreased	Smell/Sniff	Behavior
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	µg/L	5.0-50.0	10.0-50.0	Decreased	Swimming	Behavior
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	µg/L	3	3	Increased	Subchronic/Chronic toxic concentration	Mortality
RID00307	CID:72276	CAS:490-46-0	Epicatechin	Compound	40222693	In vitro	Grouper spleen (GS) cells				μg/mL	50.0-1000.0	100.0-1000.0	Decreased	Cell Viability	Cell(s)
RID00311	CID:76621	CAS:3160-91-6	Moroxydine hydrochloride	Compound	34962648	In vitro	SSN- 1 cells				mg/L	250	250	Changed	Lethal body concentration	Mortality
RID00311	CID:76621	CAS:3160-91-6	Moroxydine hydrochloride	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	100	100	Changed	Lethal body concentration	Mortality
RID00312	CID:76959646	CAS:86831-54-1	Rhodiosin	Compound	38522112	In vivo		Carassius auratus			mg/L	13.245	13.245	Changed	Lethal body concentration	Mortality
RID00314	CID:78000	CAS:204255-11-8	Oseltamivir phosphate	Compound	34962648	In vitro	SSN- 1 cells				mg/L	250	250	Changed	Lethal body concentration	Mortality
RID00314	CID:78000	CAS:204255-11-8	Oseltamivir phosphate	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	100	100	Changed	Lethal body concentration	Mortality
RID00315	CID:784	CAS:7722-84-1	Hydrogen Peroxide	Compound	39175494	In vivo		Sparus aurata	Juvenile	Water treatment	%	5	5	Decreased	Survival	Mortality
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	18206212	In vivo		Daphnia magna			mg/L	0.63-5.0	0.63-5.0	Decreased	Brood	Reproduction
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	18206212	In vivo		Daphnia magna			mg/L	0.32-1.25	0.32-1.25	Decreased	Length of fish	Morphology
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	18206212	In vivo		Daphnia magna			mg/L	0.63-5.0	2.5-5.0	Decreased	Survival	Mortality
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Changed	Brain and muscle ARTN-like protein mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Changed	CLOCK mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Changed	Catalase mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Changed	Glutathione peroxidase 1 mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Changed	HSP70 mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Changed	Manganese superoxide dismutase mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Irregular	Cortisol	Hormone(s)
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Irregular	Glucose	Biochemistry
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	27058450	In vivo		Salmo salar		Water treatment for 20 miinutes	mg/L	1500	1500	Irregular	Lactate	Biochemistry
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	32720097	In vivo		Penaeus vannamei	Juvenile		mg/L	31.4	31.4	Increased	Lethal body concentration	Mortality
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Glucocorticoid receptor mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Glutathione S-transferase GstA mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Glutathione peroxidase mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	HSP70 mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Interleukin-1 beta mRNA	Genetics
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Reactive oxygen species	Biochemistry
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	mg/L	30.0-227.0	30.0-227.0	Changed	Lethal body concentration	Mortality
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	mg/L	10.0-30.0	10.0-30.0	Changed	Subchronic/Chronic toxic concentration	Mortality
RID00315	CID:784	CAS:7722-84-1	Hydrogen peroxide	Compound	34628582	In vivo		Oncorhynchus gorbuscha	Fry	Water treatment	mg/L	5.0-100.0	100	Decreased	Swimming	Behavior
RID00319	CID:8371	CAS:118-75-2	Tetrachloro-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	1.1	1.1	Irregular	Lethal body concentration	Mortality
RID00032	CID:12771	CAS:697-91-6	2,6-dichloro-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.376	0.376	Changed	Lethal body concentration	Mortality
RID00321	CID:83969	CAS:54029-12-8	Albendazole oxide	Compound	39992024	In vivo		Carassius auratus			mg/L	10	10	Irregular	Lethal body concentration	Mortality
RID00322	CID:84029	CAS:81103-11-9	Clarithromycin	Compound	30308910	In vivo		Danio rerio	Embryos		mg/L	1.56-100.0	3.13-100.0	Irregular	Heart rate	Physiology
RID00324	CID:8530	CAS:130-15-4	1,4-naphthoquinone	Compound	38522112	In vivo		Carassius auratus			mg/L	0.23	0.23	Increased	Lethal body concentration	Mortality
RID00326	CID:8718	CAS:137-18-8	2,5-dimethyl-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.7552	0.7552	Increased	Lethal body concentration	Mortality
RID00033	CID:12867	CAS:719-22-2	2,6-di-tert-butyl-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	11.78	11.78	Irregular	Lethal body concentration	Mortality
RID00330	CID:91590	CAS:28159-98-0	Irgarol 1051	Compound	34494197	In vivo		Crassostrea gigas	Embryos		µg/L	1.0-100.0	30.0-100.0	Increased	Abnormal shell	Development
RID00331	CID:91688	CAS:64359-81-5	4,5-dichloro-2-n-octyl-4-isothiazolin-3-one	Compound	34494197	In vivo		Crassostrea gigas	Embryos		µg/L	0.001-0.3	0.003-0.3	Increased	Abnormal shell	Development
RID00331	CID:91688	CAS:64359-81-5	4,5-dichloro-2-n-octyl-4-isothiazolin-3-one	Compound	34494197	In vivo		Crassostrea gigas	Larva		µg/L	30	30	Decreased	Acute toxic effect concentration	Physiology
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Decreased	Actin mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Decreased	CTBS mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Decreased	Caspase-3 mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Decreased	HSP70 mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Decreased	Heat shock protein 40 mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Decreased	L-lactate dehydrogenase mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Decreased	Survival	Mortality
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Decreased	Tuba mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Increased	Cherax quadricarinatus gastrolith protein (GAP65) mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Increased	Crustacean hyperglycemic hormone (CHH) mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	28939506	In vivo		Palaemon elegans		Diet	μg	0.15	0.15	Increased	Cyp6a18 mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	30345541	In vivo		Pandalus montagui		Feed	μg/g	0.01-0.1	0.1	Decreased	Glutathione peroxidase mRNA	Genetics
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	30345541	In vivo		Pandalus montagui		Feed	μg/g	0.1	0.1	Decreased	Protein carbonylation	Biochemistry
RID00332	CID:91734	CAS:83121-18-0	Teflubenzuron	Compound	30345541	In vivo		Pandalus montagui		Feed	μg/g	0.01	0.01	Decreased	Superoxide dismutase 1 mRNA	Genetics
RID00337	CID:9688	CAS:363-03-1	2-phenylbenzo-1,4-quinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.529	0.529	Decreased	Lethal body concentration	Mortality
RID00338	CID:969516	CAS:458-37-7	Curcumin	Compound	39395598	In vivo		Micropterus salmoides	Juvenile	Bath	mg/L	17.143	17.143	Decreased	Lethal body concentration	Mortality
RID00338	CID:969516	CAS:458-37-7	Curcumin	Compound	39395598	In vivo		Micropterus salmoides	Juvenile	Bath	mg/L	15.0-19.0	16.0-19.0	Decreased	Survival	Mortality
RID10009		CAS:8014-19-5	Palmarosa oil	Mixture	35804584	In vivo		Carassius auratus		Bath	mg/L	30.0-50.0	30.0-50.0	Decreased	Survival	Mortality
RID10013		CAS:8024-37-1	Curcuma oil	Mixture	35804584	In vivo		Carassius auratus		Bath	mg/L	20.0-40.0	25.0-40.0	Decreased	Survival	Mortality
RID00343			(E)-Methyl 3-((9H-fluoren-9-yl)oxy)acrylate	Compound	30467537	In vivo		Artemia franciscana	Nauplii		μM	2.0-32.0	16.0-32.0	Decreased	Survival	Mortality
RID00037	CID:135398513	CAS:59277-89-3	Acyclovir	Compound	34962648	In vitro	SSN- 1 cells				mg/L	250	250	Decreased	Lethal body concentration	Mortality
RID00037	CID:135398513	CAS:59277-89-3	Acyclovir	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	100	100	Decreased	Lethal body concentration	Mortality
RID00038	CID:135398635	CAS:118-00-3	Guanosine	Compound	34962648	In vitro	SSN- 1 cells				mg/L	250	250	Decreased	Lethal body concentration	Mortality
RID00038	CID:135398635	CAS:118-00-3	Guanosine	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	100	100	Decreased	Lethal body concentration	Mortality
RID10031			Andrographis paniculata whole plant methanolic extract	Mixture	31363972	In vivo		Labeo rohita	Fingerling	Diffusion	μg/mL	100.0-200.0	100.0-200.0	Decreased	Survival	Mortality
RID10031			Andrographis paniculata whole plant methanolic extract	Mixture	31363972	In vivo		Labeo rohita	Fingerling	Injected	μg/mL	100.0-200.0	100.0-200.0	Decreased	Survival	Mortality
RID10031			Andrographis paniculata whole plant methanolic extract	Mixture	31363972	In vivo		Labeo rohita	Fingerling	Oral	μg/mL	100.0-200.0	100.0-200.0	Decreased	Survival	Mortality
RID00349			Arctigenin derivative TZOA	Compound	40015160	In vitro	Epithelioma papulosum cyprini (EPC) cells				μM	64	64	Decreased	Cytotoxicity	Cell(s)
RID10041			Artemisia argyi leaf extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	600	600	Decreased	Survival	Mortality
RID00004	CID:10114809	CAS:54141-72-9	Neoisoastilbin	Compound	38522112	In vivo		Carassius auratus			mg/L	26.451	26.451	Decreased	Lethal body concentration	Mortality
RID00040	CID:135398740	CAS:82410-32-0	Ganciclovir	Compound	34962648	In vitro	SSN- 1 cells				mg/L	250	250	Decreased	Lethal body concentration	Mortality
RID00040	CID:135398740	CAS:82410-32-0	Ganciclovir	Compound	34962648	In vivo		Hybrid grouper (Epinephelus fuscoguttatus × Epinephelus lanceolatus)			mg/L	100	100	Decreased	Lethal body concentration	Mortality
RID10047			Atractylodes lancea rhizome extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	225	225	Decreased	Survival	Mortality
RID10050			Azamethiphos+Deltamethrin	Mixture	32112997	In vivo		Pandalus borealis	Larva	Water treatment	ng/L	100+2	100+2	Decreased	Maturity	Development
RID10050			Azamethiphos+Deltamethrin	Mixture	32112997	In vivo		Pandalus borealis	Larva	Water treatment	ng/L	100+2	100+2	Decreased	Swimming	Behavior
RID10050			Azamethiphos+Deltamethrin	Mixture	32112997	In vivo		Pandalus borealis	Larva	Water treatment	ng/L	100+2	100+2	Increased	Survival	Mortality
RID10050			Azamethiphos+Deltamethrin	Mixture	32112997	In vivo		Pandalus borealis	Larva	Water treatment	ng/L	100+2	100+2	Increased	Weak larvae	Physiology
RID10052			BioFish	Mixture	31679532	In vivo		Colossoma macropomum	Juvenile		mg/mL	10.6-20.31	10.6-20.31	Decreased	Lethal body concentration	Mortality
RID10057			Bupleurum chinense root methanol extract	Mixture	25266906	In vivo		Carassius auratus			mg/L	37.54	37.54	Decreased	Lethal body concentration	Mortality
RID10060			Caesalpinia sappan wood extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	250	250	Decreased	Survival	Mortality
RID00042	CID:135449328	CAS:58306-30-2	Febantel	Compound	39492189	In vivo		Carassius auratus			mg/mL	0.1	0.1	Decreased	Cyp1A1 mRNA	Genetics
RID00042	CID:135449328	CAS:58306-30-2	Febantel	Compound	39492189	In vivo		Carassius auratus			mg/mL	0.1	0.1	Decreased	Glutathione S-transferase activity	Enzyme(s)
RID00042	CID:135449328	CAS:58306-30-2	Febantel	Compound	39492189	In vivo		Carassius auratus			mg/mL	0.1	0.1	Decreased	Immunoglobulin M	Immunological
RID00042	CID:135449328	CAS:58306-30-2	Febantel	Compound	39492189	In vivo		Carassius auratus			mg/mL	0.1	0.1	Increased	Cyp1A3 mRNA	Genetics
RID00042	CID:135449328	CAS:58306-30-2	Febantel	Compound	39492189	In vivo		Carassius auratus			mg/mL	0.1	0.1	Increased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00042	CID:135449328	CAS:58306-30-2	Febantel	Compound	39492189	In vivo		Carassius auratus		Water treatment	mg/mL	4.0-10.0	6.0-10.0	Decreased	Survival	Mortality
RID00042	CID:135449328	CAS:58306-30-2	Febantel	Compound	39992024	In vivo		Carassius auratus			mg/L	5.47	5.47	Decreased	Lethal body concentration	Mortality
RID10066			Celosia cristata flower extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	600	600	Decreased	Survival	Mortality
RID00043	CID:140616	CAS:19832-87-2	2-chloro-5-methyl-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.057	0.057	Decreased	Lethal body concentration	Mortality
RID10074			Chelidonium majus whole plant ethanol extract	Mixture	21537985	In vivo		Carassius auratus			mg/L	184.47	184.47	Decreased	Lethal body concentration	Mortality
RID20004			Chitosan nanoparticles	Nanomaterial	34694707	In vivo		Danio rerio			mg/L	10.0-20.0	10.0-20.0	Decreased	Hatch	Mortality
RID20004			Chitosan nanoparticles	Nanomaterial	34694707	In vivo		Danio rerio			mg/L	5.0-20.0	10.0-20.0	Decreased	Survival	Mortality
RID00356			Chrysin 6-C-glucoside 8-C-arabinoside	Compound	38522112	In vivo		Carassius auratus			mg/L	10.583	10.583	Increased	Lethal body concentration	Mortality
RID00044	CID:14162695	CAS:119262-68-9	Scutellarin	Compound	38522112	In vivo		Carassius auratus			mg/L	13.274	13.274	Decreased	Lethal body concentration	Mortality
RID00044	CID:14162695	CAS:119262-68-9	Scutellarin methyl ester	Compound	38522112	In vivo		Carassius auratus			mg/L	11.365	11.365	Decreased	Lethal body concentration	Mortality
RID10093			Clematis chinensis root extract	Mixture	24005478	In vivo		Carassius auratus			mg/L	250	250	Decreased	Survival	Mortality
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Catalase activity	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Hematocrit (anemia)	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Hemoglobin	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Polychromatic cells	Cell(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Increased	Copper (Cu) content	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Increased	Glucose-6-phosphate dehydrogenase activity	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Increased	Glutathione (reduced glutathione)	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Increased	Malondialdehyde	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Catalase activity	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Protein content	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Alanine transaminase (ALT)	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Alkaline phosphatase	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Aspartate aminotransferase	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Cortisol	Hormone(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Creatinine	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Glucose	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Lactate dehydrogenase	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Malondialdehyde	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Urea nitrogen	Biochemistry
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Irregular	Glutathione S-transferase	Enzyme(s)
RID20005			Copper oxide nanoparticles	Nanomaterial	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Irregular	Glutathione reductase	Enzyme(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Catalase activity	Enzyme(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Protein content	Biochemistry
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Alanine transaminase (ALT)	Enzyme(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Alkaline phosphatase	Enzyme(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Aspartate aminotransferase	Enzyme(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Cortisol	Hormone(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Creatinine	Biochemistry
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Glucose	Biochemistry
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Lactate dehydrogenase	Enzyme(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Malondialdehyde	Biochemistry
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Urea nitrogen	Biochemistry
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Irregular	Glutathione S-transferase	Enzyme(s)
RID10096			Copper sulphate+Copper oxide nanoparticles	Mixture	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Irregular	Glutathione reductase	Enzyme(s)
RID10097			Copper sulphate+Trichlorfon	Mixture	37446380	In vivo		Danio rerio	Juvenile	Both in 1:1 ratio	mg/L	1	1	Decreased	Catalase activity	Enzyme(s)
RID10097			Copper sulphate+Trichlorfon	Mixture	37446380	In vivo		Danio rerio	Juvenile	Both in 1:1 ratio	mg/L	1	1	Decreased	Glutathione peroxidase activity	Enzyme(s)
RID10097			Copper sulphate+Trichlorfon	Mixture	37446380	In vivo		Danio rerio	Juvenile	Both in 1:1 ratio	mg/L	1	1	Decreased	Hepatocyte count	Cell(s)
