CAS	Chemical	Latin Name	Group	Conc
64-17-5	Ethyl alcohol	Poecilia reticulata	Fish	12500.0
7647-14-5	Sodium chloride	Artemia salina	Crustaceans	159549.39000000004
7647-14-5	Sodium chloride	Carassius auratus	Fish	6013.839910521252
7647-14-5	Sodium chloride	Clarias gariepinus	Fish	653.452370108182
7647-14-5	Sodium chloride	Ctenopharyngodon idella	Fish	22699.999999999996
7647-14-5	Sodium chloride	Cyprinus carpio	Fish	18445.5088739827
7647-14-5	Sodium chloride	Danio rerio	Fish	13621.503834347071
7647-14-5	Sodium chloride	Daphnia magna	Crustaceans	1730.2081978526376
7647-14-5	Sodium chloride	Gambusia holbrooki	Fish	11540.000000000005
7647-14-5	Sodium chloride	Lepomis macrochirus	Fish	8822.324622788494
7647-14-5	Sodium chloride	Lithobates catesbeianus	Amphibians	5846.089999999999
7647-14-5	Sodium chloride	Oncorhynchus mykiss	Fish	7958.295823737325
7647-14-5	Sodium chloride	Pimephales promelas	Fish	5840.193855946324
7647-14-5	Sodium chloride	Poecilia reticulata	Fish	20982.108660694023
7681-52-9	Clorox	Arbacia lixula	Invertebrates	11.1
7681-52-9	Clorox	Artemia franciscana	Crustaceans	5.6
7681-52-9	Clorox	Cyprinus carpio	Fish	1.8633895874997999
7681-52-9	Clorox	Daphnia magna	Crustaceans	0.07134117582909566
7681-52-9	Clorox	Homarus americanus	Crustaceans	4.302599299895979
7681-52-9	Clorox	Ictalurus punctatus	Fish	0.3519044554466376
7681-52-9	Clorox	Lepomis macrochirus	Fish	1.8476984234014597
7681-52-9	Clorox	Oncorhynchus gorbuscha	Fish	0.15
7681-52-9	Clorox	Oncorhynchus mykiss	Fish	0.5428677657398996
7681-52-9	Clorox	Oncorhynchus tshawytscha	Fish	0.17784466522450315
7681-52-9	Clorox	Paracentrotus lividus	Invertebrates	10.15
7681-52-9	Clorox	Pimephales promelas	Fish	0.539784384037833
7681-52-9	Clorox	Salmo trutta	Fish	0.816333265278342
7681-52-9	Sodium Hypochlorite	Arbacia lixula	Invertebrates	11.1
7681-52-9	Sodium Hypochlorite	Artemia franciscana	Crustaceans	5.6
7681-52-9	Sodium Hypochlorite	Cyprinus carpio	Fish	1.8633895874997999
7681-52-9	Sodium Hypochlorite	Daphnia magna	Crustaceans	0.07134117582909566
7681-52-9	Sodium Hypochlorite	Homarus americanus	Crustaceans	4.302599299895979
7681-52-9	Sodium Hypochlorite	Ictalurus punctatus	Fish	0.3519044554466376
7681-52-9	Sodium Hypochlorite	Lepomis macrochirus	Fish	1.8476984234014597
7681-52-9	Sodium Hypochlorite	Oncorhynchus gorbuscha	Fish	0.15
7681-52-9	Sodium Hypochlorite	Oncorhynchus mykiss	Fish	0.5428677657398996
7681-52-9	Sodium Hypochlorite	Oncorhynchus tshawytscha	Fish	0.17784466522450315
7681-52-9	Sodium Hypochlorite	Paracentrotus lividus	Invertebrates	10.15
7681-52-9	Sodium Hypochlorite	Pimephales promelas	Fish	0.539784384037833
7681-52-9	Sodium Hypochlorite	Salmo trutta	Fish	0.816333265278342
7681-52-9	Sodium hypochlorite	Arbacia lixula	Invertebrates	11.1
7681-52-9	Sodium hypochlorite	Artemia franciscana	Crustaceans	5.6
7681-52-9	Sodium hypochlorite	Cyprinus carpio	Fish	1.8633895874997999
7681-52-9	Sodium hypochlorite	Daphnia magna	Crustaceans	0.07134117582909566
7681-52-9	Sodium hypochlorite	Homarus americanus	Crustaceans	4.302599299895979
7681-52-9	Sodium hypochlorite	Ictalurus punctatus	Fish	0.3519044554466376
7681-52-9	Sodium hypochlorite	Lepomis macrochirus	Fish	1.8476984234014597
7681-52-9	Sodium hypochlorite	Oncorhynchus gorbuscha	Fish	0.15
7681-52-9	Sodium hypochlorite	Oncorhynchus mykiss	Fish	0.5428677657398996
7681-52-9	Sodium hypochlorite	Oncorhynchus tshawytscha	Fish	0.17784466522450315
7681-52-9	Sodium hypochlorite	Paracentrotus lividus	Invertebrates	10.15
7681-52-9	Sodium hypochlorite	Pimephales promelas	Fish	0.539784384037833
7681-52-9	Sodium hypochlorite	Salmo trutta	Fish	0.816333265278342
7722-64-7	Potassium permanganate	Carassius auratus	Fish	7.687453754526223
7722-64-7	Potassium permanganate	Channa striata	Fish	2.5
7722-64-7	Potassium permanganate	Cyprinus carpio	Fish	4.8785894090394795
7722-64-7	Potassium permanganate	Danio rerio	Fish	4.330127018922193
7722-64-7	Potassium permanganate	Daphnia magna	Crustaceans	0.084
7722-64-7	Potassium permanganate	Ictalurus punctatus	Fish	4.210703695555162
7722-64-7	Potassium permanganate	Lepomis macrochirus	Fish	4.561385219902592
7722-64-7	Potassium permanganate	Macrobrachium rosenbergii	Crustaceans	1.1400000000000001
7722-64-7	Potassium permanganate	Oncorhynchus mykiss	Fish	1.7661733766439587
7722-64-7	Potassium permanganate	Oreochromis niloticus	Fish	3.3390314760228286
7722-64-7	Potassium permanganate	Penaeus monodon	Crustaceans	4.8
7722-64-7	Potassium permanganate	Poecilia reticulata	Fish	5.347896782848375
7758-98-7	Copper sulfate	Anguilla japonica	Fish	0.5728966490247979
7758-98-7	Copper sulfate	Artemia salina	Crustaceans	3.3175141897928353
7758-98-7	Copper sulfate	Carassius auratus	Fish	0.592294043491327
7758-98-7	Copper sulfate	Cirrhinus mrigala	Fish	0.01599335701550616
7758-98-7	Copper sulfate	Clarias gariepinus	Fish	1.2419735074911393
7758-98-7	Copper sulfate	Colossoma macropomum	Fish	4.3
7758-98-7	Copper sulfate	Crassostrea gigas	Molluscs	0.02370312793442161
7758-98-7	Copper sulfate	Ctenopharyngodon idella	Fish	0.2868441008364772
7758-98-7	Copper sulfate	Cyprinus carpio	Fish	978.2127480208993
7758-98-7	Copper sulfate	Danio rerio	Fish	0.3174572207731599
7758-98-7	Copper sulfate	Daphnia magna	Crustaceans	0.05601513240198702
7758-98-7	Copper sulfate	Homarus americanus	Crustaceans	0.3825862365544779
7758-98-7	Copper sulfate	Ictalurus punctatus	Fish	2.14382021979937
7758-98-7	Copper sulfate	Labeo rohita	Fish	2.6842660928692377
7758-98-7	Copper sulfate	Lates calcarifer	Fish	1.5297058540778354
7758-98-7	Copper sulfate	Lepomis macrochirus	Fish	3.259061341434989
7758-98-7	Copper sulfate	Lithobates catesbeianus	Amphibians	0.9757525534366941
7758-98-7	Copper sulfate	Litopenaeus vannamei	Crustaceans	23.870886942985507
7758-98-7	Copper sulfate	Macrobrachium rosenbergii	Crustaceans	0.1960351677445532
7758-98-7	Copper sulfate	Micropterus salmoides	Fish	6.660181646370093
7758-98-7	Copper sulfate	Oncorhynchus gorbuscha	Fish	0.13528078732593918
7758-98-7	Copper sulfate	Oncorhynchus mykiss	Fish	0.2204318288953446
7758-98-7	Copper sulfate	Oncorhynchus tshawytscha	Fish	0.04885417774127198
7758-98-7	Copper sulfate	Oreochromis niloticus	Fish	1.950457552344856
7758-98-7	Copper sulfate	Palaemon elegans	Crustaceans	2.52
7758-98-7	Copper sulfate	Pandalus montagui	Crustaceans	0.14
7758-98-7	Copper sulfate	Paracentrotus lividus	Invertebrates	0.0453513990355049
7758-98-7	Copper sulfate	Paralichthys olivaceus	Fish	3.722179567337278
7758-98-7	Copper sulfate	Penaeus monodon	Crustaceans	3.8986228292141045
7758-98-7	Copper sulfate	Pimephales promelas	Fish	0.4933048836004427
7758-98-7	Copper sulfate	Poecilia reticulata	Fish	1.5446487897786048
7758-98-7	Copper sulfate	Procambarus clarkii	Crustaceans	161.99999999999994
7758-98-7	Copper sulfate	Salmo salar	Fish	0.053
7758-98-7	Copper sulfate	Salmo trutta	Fish	0.03128431943015977
7758-98-7	Copper sulfate	Sparus aurata	Fish	0.08933490608044713
7758-98-7	Copper sulphate	Anguilla japonica	Fish	0.5728966490247979
7758-98-7	Copper sulphate	Artemia salina	Crustaceans	3.3175141897928353
7758-98-7	Copper sulphate	Carassius auratus	Fish	0.592294043491327
7758-98-7	Copper sulphate	Cirrhinus mrigala	Fish	0.01599335701550616
7758-98-7	Copper sulphate	Clarias gariepinus	Fish	1.2419735074911393
7758-98-7	Copper sulphate	Colossoma macropomum	Fish	4.3
7758-98-7	Copper sulphate	Crassostrea gigas	Molluscs	0.02370312793442161
7758-98-7	Copper sulphate	Ctenopharyngodon idella	Fish	0.2868441008364772
7758-98-7	Copper sulphate	Cyprinus carpio	Fish	978.2127480208993
7758-98-7	Copper sulphate	Danio rerio	Fish	0.3174572207731599
7758-98-7	Copper sulphate	Daphnia magna	Crustaceans	0.05601513240198702
7758-98-7	Copper sulphate	Homarus americanus	Crustaceans	0.3825862365544779
7758-98-7	Copper sulphate	Ictalurus punctatus	Fish	2.1438202197993697
7758-98-7	Copper sulphate	Labeo rohita	Fish	2.6842660928692377
7758-98-7	Copper sulphate	Lates calcarifer	Fish	1.5297058540778354
7758-98-7	Copper sulphate	Lepomis macrochirus	Fish	3.259061341434989
7758-98-7	Copper sulphate	Lithobates catesbeianus	Amphibians	0.9757525534366941
7758-98-7	Copper sulphate	Litopenaeus vannamei	Crustaceans	23.870886942985507
7758-98-7	Copper sulphate	Macrobrachium rosenbergii	Crustaceans	0.1960351677445532
7758-98-7	Copper sulphate	Micropterus salmoides	Fish	6.660181646370093
7758-98-7	Copper sulphate	Oncorhynchus gorbuscha	Fish	0.13528078732593918
7758-98-7	Copper sulphate	Oncorhynchus mykiss	Fish	0.2204318288953446
7758-98-7	Copper sulphate	Oncorhynchus tshawytscha	Fish	0.04885417774127198
7758-98-7	Copper sulphate	Oreochromis niloticus	Fish	1.950457552344856
7758-98-7	Copper sulphate	Palaemon elegans	Crustaceans	2.52
7758-98-7	Copper sulphate	Pandalus montagui	Crustaceans	0.14
7758-98-7	Copper sulphate	Paracentrotus lividus	Invertebrates	0.0453513990355049
7758-98-7	Copper sulphate	Paralichthys olivaceus	Fish	3.722179567337278
7758-98-7	Copper sulphate	Penaeus monodon	Crustaceans	3.8986228292141045
7758-98-7	Copper sulphate	Pimephales promelas	Fish	0.4933048836004427
7758-98-7	Copper sulphate	Poecilia reticulata	Fish	1.5446487897786048
7758-98-7	Copper sulphate	Procambarus clarkii	Crustaceans	161.99999999999994
7758-98-7	Copper sulphate	Salmo salar	Fish	0.053
7758-98-7	Copper sulphate	Salmo trutta	Fish	0.03128431943015977
7758-98-7	Copper sulphate	Sparus aurata	Fish	0.08933490608044713
8003-34-7	Pyrethrins 50%	Cyprinus carpio	Fish	0.3880850649809501
8003-34-7	Pyrethrins 50%	Daphnia magna	Crustaceans	0.015260188601069107
8003-34-7	Pyrethrins 50%	Homarus americanus	Crustaceans	0.0016491239916852066
8003-34-7	Pyrethrins 50%	Ictalurus punctatus	Fish	0.07277269668585302
8003-34-7	Pyrethrins 50%	Lepomis macrochirus	Fish	0.04800271139943639
8003-34-7	Pyrethrins 50%	Micropterus salmoides	Fish	0.04201785334830899
8003-34-7	Pyrethrins 50%	Oncorhynchus mykiss	Fish	0.031059733140256625
8003-34-7	Pyrethrins 50%	Oncorhynchus tshawytscha	Fish	0.0445
8003-34-7	Pyrethrins 50%	Pimephales promelas	Fish	0.3121630660339893
8003-34-7	Pyrethrins 50%	Salmo salar	Fish	0.0447213595499958
8003-34-7	Pyrethrins 50%	Salmo trutta	Fish	0.03669582344711104
